Country,RE or Non-RE,Group Technology,Technology,Sub-Technology,Producer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW)
Norway,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2016,7.13,2
Norway,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2017,1.899,2
Norway,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2018,1.409,2
Norway,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2019,1.84,2
Norway,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2020,1.672,2
Norway,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2021,1.567,2
Norway,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2022,1.779,2
Norway,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2023,,2
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2000,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2001,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2002,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2003,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2004,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2005,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2006,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2007,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2008,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2009,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2010,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2011,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2012,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2013,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2014,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2015,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2016,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2017,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2018,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2019,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2020,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2021,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2022,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Combined Heat and Power (CHP),2010,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Combined Heat and Power (CHP),2011,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Combined Heat and Power (CHP),2013,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Combined Heat and Power (CHP),2014,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Combined Heat and Power (CHP),2015,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Combined Heat and Power (CHP),2016,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Combined Heat and Power (CHP),2017,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Combined Heat and Power (CHP),2018,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Combined Heat and Power (CHP),2019,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Combined Heat and Power (CHP),2020,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Combined Heat and Power (CHP),2021,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Combined Heat and Power (CHP),2022,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2000,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2001,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2002,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2003,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2004,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2005,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2006,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2007,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2008,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2009,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2010,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2011,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2012,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2013,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2014,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2015,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2016,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2017,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2018,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2019,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2020,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2021,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2022,,
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2000,226,35
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2001,197,35
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2002,216,101
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2003,263,107
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2004,297,95
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2005,290,79
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2006,333,79
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2007,314,79
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2008,322,79
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2009,166,79
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2010,244,77
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2011,247,77
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2012,203,77
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2013,170,77
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2014,12,77
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2015,8,77
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2016,20.87,25
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2017,22.101,25
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2018,14.366,25
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2019,22.146,25
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2020,21.675,18
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2021,27.785,25
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2022,30.493,25
Norway,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2023,,25
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2000,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2001,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2002,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2003,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2004,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2005,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2006,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2007,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2008,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2009,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2010,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2011,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2012,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2013,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2014,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2015,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2016,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2017,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2018,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2019,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2020,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2021,,
Norway,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2022,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2000,,1360
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2001,,1360
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2002,,1309
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2003,,1042
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2004,,1309
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2005,,1327
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2006,,1327
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2007,,1310
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2008,,1351
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2009,,1351
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2010,,1326
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2011,,1351
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2012,,1351
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2013,,1351
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2014,,1351
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2015,,1433
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2016,,1536
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2017,,1530
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2018,,1410
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2019,,1410
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2020,,1446.7
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2021,,1446.7
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2022,,1446.7
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2023,,1446.7
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2000,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2001,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2002,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2003,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2004,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2005,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2006,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2007,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2008,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2009,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2010,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2011,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2012,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2013,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2014,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2015,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2016,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2017,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2018,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2019,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2020,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2021,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2022,,
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2000,141818,26766
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2001,120463,26319
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2002,129372,26604
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2003,105480,26947
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2004,108781,26721
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2005,135688,27222
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2006,119369,27398
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2007,133656,27647
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2008,139044,28062
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2009,125283,28188
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2010,116739,28367
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2011,120279,28618
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2012,141724,29158
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2013,128138,29682
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2014,135470,29889
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2015,137302,29939
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2016,142807,30281
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2017,142366,30382
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2018,138981.358,31120
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2019,125289.331,31387
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020,141804.76,32285.3
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021,143965.222,32628.3
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022,128239.818,32822.3
Norway,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2023,,32954.3
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2000,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2001,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2002,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2003,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2004,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2005,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2006,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2007,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2008,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2009,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2010,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2011,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2012,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2013,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2014,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2015,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2016,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2017,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2018,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2019,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2020,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2021,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2022,,
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2010,0.1,1.5
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2011,0.1,1.5
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2012,0.1,1.5
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2013,0.1,0.2
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2014,0.1,0.2
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2015,0.1,0.2
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2016,0.1,0.2
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2017,0.1,0.2
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2018,0.1,0.2
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2019,0.1,0.2
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2020,0.1,0.2
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2021,0.1,0.2
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2022,0.1,0.2
Norway,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2023,,0.2
Norway,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2011,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2000,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2001,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2002,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2003,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2004,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2005,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2006,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2007,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2008,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2009,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2010,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2011,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2012,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2013,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2014,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2015,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2016,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2017,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2018,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2019,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2020,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2021,,
Norway,Total Renewable,Other renewable energy,Other renewable energy,Other renewable energy,Heat (Commercial),2022,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2000,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2001,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2002,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2003,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2004,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2005,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2006,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2007,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2008,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2009,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2010,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2011,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2012,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2013,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2014,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2015,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2016,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2017,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2018,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2019,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2020,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2021,,
Norway,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2022,,
Norway,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2018,13.61,15.292
Norway,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2019,15.39,17.292
Norway,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020,15.548,18.292
Norway,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021,15.973,18.792
Norway,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022,,18.792
Norway,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2023,,18.792
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2000,5.34,6
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2001,5.34,6
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2002,5.34,6
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2003,6.23,7
