Country,RE or Non-RE,Group Technology,Technology,Sub-Technology,Producer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW)
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2000,3903.35,958
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2001,4378.176,801.6
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2002,4925.782,843.9
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2003,5536.13,910.8
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2004,5710.168,906.8
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2005,5652.232,935.5
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2006,6050.335,1013.5
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2007,6632.512,1354.1
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2008,7700.397,1452.2
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2009,8490.953,1441
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2010,8926.076,1493.7
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2011,9638.151,1624.6
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2012,10514.716,1914.3
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2013,11480.445,2012.8
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2014,12009.927,2115.8
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2015,12027.352,2079.7
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2016,11833.13,2092.3
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2017,12007.661,2102.2
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2018,11494.894,2055
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2019,10961.499,1995.1
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2020,10566.197,1883.9
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2021,9771.482,1760
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2022,8812.226,1683.1
USA,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2023,,1657.8
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2000,46.857,11.5
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2001,52.998,9.8
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2002,29.336,
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2005,124.255,40.5
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2006,251.45,40.5
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2007,113.455,
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2009,17.022,5.8
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2010,43.495,8.5
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2011,64.598,12.4
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2012,131.624,31.9
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2013,317.772,76.8
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2014,499.759,95
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2015,553.565,98.1
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2016,521.883,85.9
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2017,517.866,95
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2018,538.633,99.8
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2019,534.529,97.7
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2020,499.844,85.8
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2021,441.123,78.7
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2022,392.098,74.5
USA,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2023,,76.7
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2000,1279.794,314.1
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2001,982.825,80.9
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2002,605.882,121.5
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2003,780.87,126
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2004,701.832,97.4
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2005,672.512,121.8
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2006,756.214,121.8
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2007,723.032,136.3
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2008,726.603,128.5
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2009,773.025,134.9
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2010,836.43,140.1
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2011,910.251,154.4
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2012,917.501,154.4
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2013,950.394,170.7
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2014,1000.1,173.1
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2015,1041.481,190.2
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2016,1089.998,194.1
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2017,1180.298,218.2
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2018,1206.118,218
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2019,1146.734,205.7
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2020,1138.338,212.2
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2021,1110.987,202.1
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2022,1039.879,204.2
USA,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2023,,204.2
USA,Total Renewable,Bioenergy,Liquid biofuels,Advanced biogasoline,On-grid electricity,2013,9.586,6
USA,Total Renewable,Bioenergy,Liquid biofuels,Advanced biogasoline,On-grid electricity,2014,10.331,6
USA,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2000,,29
USA,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2005,213,1.8
USA,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2006,164,1.8
USA,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2007,84,6.6
USA,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2008,88,14.4
USA,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2009,91,114.8
USA,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2010,94,114.8
USA,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2011,177,114.8
USA,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2012,195,114.8
USA,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2013,183.414,114.8
USA,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2014,197.669,114.8
USA,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2015,223,114.8
USA,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2016,210,114.8
USA,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2017,217,124.8
USA,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2018,351,175.2
USA,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2019,358,62.2
USA,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2020,298,62.2
USA,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2021,309,62.2
USA,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2022,299,62.2
USA,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2023,,62.2
USA,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,Combined Heat and Power (CHP),2002,,
USA,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,Combined Heat and Power (CHP),2003,,
USA,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,Combined Heat and Power (CHP),2004,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2000,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2001,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2002,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2003,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2004,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2005,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2006,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2007,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2008,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2009,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2010,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2011,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2012,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2013,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2014,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2015,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2016,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2017,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2018,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2019,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2020,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2021,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,Combined Heat and Power (CHP),2022,,
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2000,8364,1169.05
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2001,8102,1248.395
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2002,8252,1246.215
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2003,8093,1220.76
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2004,8939,1098.09
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2005,9528,1083.625
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2006,9690,1093.96
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2007,9578,1108.85
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2008,9513,1107.55
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2009,9469,1113.5
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2010,9308,1109.8
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2011,8617,1118.95
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2012,8650,1101.35
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2013,8420,1113.85
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2014,8461,1115.05
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2015,8427,1124.1
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2016,8524,1124.2
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2017,8183,1122.5
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2018,8382,1117.05
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2019,7143,1060.35
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2020,7137,1060.9
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2021,7145,1058.4
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2022,6783,1025.3
USA,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2023,,1025.3
USA,Total Renewable,Bioenergy,Solid biofuels,Animal waste,On-grid electricity,2007,166.649,55
USA,Total Renewable,Bioenergy,Solid biofuels,Animal waste,On-grid electricity,2008,362.189,70
USA,Total Renewable,Bioenergy,Solid biofuels,Animal waste,On-grid electricity,2009,347.221,55
USA,Total Renewable,Bioenergy,Solid biofuels,Animal waste,On-grid electricity,2010,316.973,55
USA,Total Renewable,Bioenergy,Solid biofuels,Animal waste,On-grid electricity,2011,316.863,55
USA,Total Renewable,Bioenergy,Solid biofuels,Animal waste,On-grid electricity,2012,312.784,55
USA,Total Renewable,Bioenergy,Solid biofuels,Animal waste,On-grid electricity,2013,300.398,55
USA,Total Renewable,Bioenergy,Solid biofuels,Animal waste,On-grid electricity,2014,304.176,55
USA,Total Renewable,Bioenergy,Solid biofuels,Animal waste,On-grid electricity,2015,144.722,
USA,Total Renewable,Bioenergy,Solid biofuels,Animal waste,On-grid electricity,2019,4.162,1.7
USA,Total Renewable,Bioenergy,Solid biofuels,Animal waste,On-grid electricity,2020,8.024,1.7
USA,Total Renewable,Bioenergy,Solid biofuels,Animal waste,On-grid electricity,2021,8.28,1.7
USA,Total Renewable,Bioenergy,Solid biofuels,Animal waste,On-grid electricity,2022,8.344,1.7
USA,Total Renewable,Bioenergy,Solid biofuels,Animal waste,On-grid electricity,2023,,1.7
USA,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2000,644.539,65.3
USA,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2001,1230.716,287.5
USA,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2002,1775.649,261.6
USA,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2003,1480.524,198.6
USA,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2004,1287.961,204.7
USA,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2005,1276.848,193.9
USA,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2006,1282.756,212.5
USA,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2007,1309.261,219.6
USA,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2008,1272.588,219.6
USA,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2009,1253.332,231.6
